page_id,page_title,view_count,protection_level,protection_expiry,page_length,page_id_scrapped,number_page_watchers,number_page_watchers_recent_edits,number_of_redirects,page_views_past_30days,total_edits,recent_number_of_edits,number_distinct_authors,number_categories
7200799,Jonas Snäckmark,8565,unprotected,,2060,,Fewer than 30 watchers,,5,22,115,0,0,6
7224529,Iain Ballamy,42609,unprotected,,14474,,Fewer than 30 watchers,,0,443,242,5,4,17
7304516,Giles Cooper Awards,7134,unprotected,,6175,,Fewer than 30 watchers,,3,14,63,0,0,
7377029,Delaware County Daily Times,46102,unprotected,,3222,,Fewer than 30 watchers,,6,118,54,0,0,
7381114,Education in Kentucky,61985,unprotected,,40814,,Fewer than 30 watchers,,6,142,184,0,0,10
7436878,Hungary at the 1912 Summer Olympics,19297,unprotected,,50338,,Fewer than 30 watchers,,0,1678,154,0,0,6
7442352,Cristiano Cordeiro,19963,unprotected,,10909,,Fewer than 30 watchers,,2,122,253,0,0,5
7457195,Ira Davenport (athlete),9848,unprotected,,3163,,Fewer than 30 watchers,,1,91,73,0,0,4
7496601,Jerry Golden,5860,unprotected,,1846,,Fewer than 30 watchers,,0,26,31,2,1,
7528141,Brett Dean,72652,unprotected,,24305,,Fewer than 30 watchers,,0,345,157,0,0,25
7599875,Botenlauben Castle,6982,unprotected,,3382,,Fewer than 30 watchers,,2,66,45,0,0,
7663373,Glengarnock High railway station,6157,unprotected,,2869,,Fewer than 30 watchers,,0,19,35,0,0,5
7693742,Tehrik-e-Istiqlal,25771,unprotected,,79,,Fewer than 30 watchers,,0,100,1,0,0,
7716042,Type 89 I-Go,189984,unprotected,,55,,33,9,0,941,1,0,0,
7716291,Type 4 Chi-To,209582,unprotected,,56,,Fewer than 30 watchers,,0,1291,1,0,0,
7722792,La Gran Colombia University,12702,unprotected,,2085,,Fewer than 30 watchers,,4,69,37,0,0,6
7737864,Phi Delta Kappa,72911,unprotected,,4558,,Fewer than 30 watchers,,6,467,138,0,0,11
7764306,Gas Retort House,17390,unprotected,,3798,,Fewer than 30 watchers,,0,55,59,0,0,5
7841805,Kotelniki,25193,unprotected,,4262,,Fewer than 30 watchers,,2,210,61,0,0,15
7909746,Stadio Giovanni Celeste,12517,unprotected,,2444,,Fewer than 30 watchers,,1,83,40,0,0,3
7933211,Christophe Justel,4623,unprotected,,1155,,Fewer than 30 watchers,,2,10,23,0,0,17
7950526,Tux (cattle),3792,unprotected,,44,,Fewer than 30 watchers,,0,3,1,0,0,
7988780,"Louis Auguste, Duke of Maine",193161,unprotected,,18069,,Fewer than 30 watchers,,7,3262,317,0,0,15
7994527,United States national amateur boxing light middleweight champions,3838,unprotected,,105,,Fewer than 30 watchers,,0,3,1,0,0,
8025512,Tullaberga Island,6274,unprotected,,3179,,Fewer than 30 watchers,,1,35,26,2,2,5
8031855,N-211 road (Spain),9015,unprotected,,2555,,Fewer than 30 watchers,,3,21,36,0,0,2
8035336,Wig wag (truck braking systems),45452,unprotected,,64,,Fewer than 30 watchers,,0,230,28,0,0,2
8133326,Pasajul Macca-Vilacrosse,26884,unprotected,,2879,,Fewer than 30 watchers,,0,227,49,0,0,6
8153427,Pa'l Mundo,62081,unprotected,,14809,,Fewer than 30 watchers,,5,695,402,1,1,17
8190571,Germinal epithelium,17503,unprotected,,542,,Fewer than 30 watchers,,2,29,6,0,0,
8272226,The Last Templar,96686,unprotected,,10486,,Fewer than 30 watchers,,2,975,264,1,1,2
8323417,Thomas Hazlehurst,1509,unprotected,,412,,Fewer than 30 watchers,,1,1,8,0,0,
8507191,Primrose Brook,4296,unprotected,,988,,Fewer than 30 watchers,,0,14,31,0,0,3
8545507,Shivaji Education Society,16451,unprotected,,3678,,Fewer than 30 watchers,,1,154,41,0,0,5
8561806,Princha Khen,1152,unprotected,,0,,Fewer than 30 watchers,,0,0,,,,
8610357,Siegerrebe,33129,unprotected,,6319,,Fewer than 30 watchers,,0,423,54,0,0,4
8610539,Henry Graybill Lamar,8186,unprotected,,2373,,Fewer than 30 watchers,,3,42,41,0,0,6
8614481,Shane Jennings,43077,unprotected,,6447,,Fewer than 30 watchers,,0,247,159,0,0,6
8696306,William Hamilton Nisbet,10518,unprotected,,3235,,Fewer than 30 watchers,,0,66,27,0,0,2
8758865,Robert Zildjian,73265,unprotected,,3802,,Fewer than 30 watchers,,1,550,111,0,0,4
8768984,Japanese spiny lobster,65161,unprotected,,2218,,Fewer than 30 watchers,,2,590,56,0,0,7
8789450,Devrukhe,46243,unprotected,,1951,,Fewer than 30 watchers,,0,725,150,0,0,2
8843264,Can't Forget About You,30970,unprotected,,4208,,Fewer than 30 watchers,,1,288,146,0,0,3
8893201,Utica High School (Michigan),25949,unprotected,,5022,,Fewer than 30 watchers,,0,151,409,1,1,13
8984839,Calliaqua,16769,unprotected,,2378,,Fewer than 30 watchers,,0,134,23,0,0,7
9016680,Yellow-crowned canary,13126,unprotected,,2376,,Fewer than 30 watchers,,2,97,30,0,0,4
9030604,Oglakhty,5599,unprotected,,1354,,Fewer than 30 watchers,,1,29,33,0,0,5
9172952,Battle of Najaf,4614,unprotected,,369,,Fewer than 30 watchers,,2,9,9,0,0,
9210221,Raoul Wallenberg Committee of the United States,7944,unprotected,,3325,,Fewer than 30 watchers,,1,48,34,0,0,5
9250083,Raghu Ramakrishnan,35422,unprotected,,3331,,Fewer than 30 watchers,,0,199,48,0,0,13
9295202,"Grandview Township, Washington County, Ohio",9198,unprotected,,5775,,Fewer than 30 watchers,,2,30,37,0,0,7
9532032,Corson,10991,unprotected,,696,,Fewer than 30 watchers,,1,141,35,0,0,
9651553,"Tottenham, Ontario",91946,unprotected,,1392,,Fewer than 30 watchers,,1,941,98,0,0,8
9669896,Virtual Global University,14186,unprotected,,6427,,Fewer than 30 watchers,,0,158,71,0,0,4
9688056,Mount Vaca,19673,unprotected,,4644,,Fewer than 30 watchers,,2,81,110,0,0,
9709355,List of law enforcement agencies in Rhode Island,33077,unprotected,,6254,,Fewer than 30 watchers,,1,256,105,2,2,6
9725695,Teruo Akiyama,16464,unprotected,,9148,,Fewer than 30 watchers,,0,171,61,0,0,
9759370,Gadolinium oxysulfide,47383,unprotected,,5950,,Fewer than 30 watchers,,2,355,27,0,0,12
9772522,Chart Sutton,12656,unprotected,,2926,,Fewer than 30 watchers,,0,65,50,0,0,6
9782656,Refusal (horse),111144,unprotected,,81,,Fewer than 30 watchers,,0,1154,1,0,0,
9816481,Blinded Black,13824,unprotected,,3124,,Fewer than 30 watchers,,4,54,127,0,0,7
9829108,Buyback,59346,unprotected,,638,,Fewer than 30 watchers,,2,78,23,1,1,
9853551,Accelerated idioventricular rhythm,251535,unprotected,,6613,,Fewer than 30 watchers,,1,2231,76,0,0,5
9917147,Lamin B2,15796,unprotected,,5794,,Fewer than 30 watchers,,3,56,17,0,0,
9937068,Mirrored,121332,unprotected,,7839,,Fewer than 30 watchers,,3,998,237,0,0,5
9977464,3rd Grey Cup,16159,unprotected,,3004,,Fewer than 30 watchers,,1,41,51,0,0,
9980370,Plasmodium mackerrasae,4014,unprotected,,2192,,Fewer than 30 watchers,,0,9,14,0,0,4
10022476,Athena (Marvel Comics),107252,unprotected,,22012,,Fewer than 30 watchers,,0,1012,265,0,0,5
10057205,Agnese di Montefeltro,12182,unprotected,,2937,,Fewer than 30 watchers,,2,116,45,0,0,
10141278,Ray E. Heady,4701,unprotected,,1458,,Fewer than 30 watchers,,1,14,29,0,0,
10157658,Valiyavila,8837,unprotected,,6212,,Fewer than 30 watchers,,0,80,62,0,0,14
10212088,USS Charleston (PG-51),34504,unprotected,,7178,,Fewer than 30 watchers,,0,428,85,1,1,4
10219649,Fornelos Castle,3806,unprotected,,1101,,Fewer than 30 watchers,,0,10,15,0,0,4
10293988,Mejlis of the Crimean Tatar People,120494,unprotected,,22541,,32,3,6,1861,278,1,1,12
10303169,Toilers Organisation of Afghanistan,3761,unprotected,,1432,,Fewer than 30 watchers,,0,46,17,0,0,2
10368133,Tommy Neilson,6238,unprotected,,2860,,Fewer than 30 watchers,,0,28,38,0,0,4
10388073,Termini (Rome Metro),38613,unprotected,,3897,,Fewer than 30 watchers,,1,185,78,0,0,9
10389121,Tyler Green (baseball),21379,unprotected,,5337,,Fewer than 30 watchers,,1,239,111,3,3,3
10432105,Cecil Clarke,30936,unprotected,,10950,,Fewer than 30 watchers,,3,259,172,1,1,5
10506361,Mario Muscat,16059,unprotected,,10242,,Fewer than 30 watchers,,0,140,180,0,0,11
10533356,Sky Trek International Air Lines,10174,unprotected,,5229,,Fewer than 30 watchers,,2,51,55,0,0,4
10566622,Coinage Act of 1965,243808,unprotected,,44863,,44,8,1,2168,308,1,1,7
10581139,Tuora-Kyuyol,2668,unprotected,,520,,Fewer than 30 watchers,,0,5,7,0,0,4
10593354,Inspector General of Police of the Ghana Police Service,113391,unprotected,,9273,,Fewer than 30 watchers,,1,4297,83,2,2,5
10598057,Citizen Weather Observer Program,39723,unprotected,,4884,,Fewer than 30 watchers,,3,326,76,0,0,5
10600649,Giovanni Battista Lama,5799,unprotected,,1716,,Fewer than 30 watchers,,2,16,40,0,0,9
10638938,British Society for Plant Pathology,9274,unprotected,,2801,,Fewer than 30 watchers,,3,26,45,0,0,8
10700479,Industrial heritage,53783,unprotected,,5327,,Fewer than 30 watchers,,1,299,96,0,0,5
10783245,Cleave,18030,unprotected,,703,,Fewer than 30 watchers,,2,79,39,1,1,
10805870,Greenland in World War II,234286,unprotected,,21864,,33,3,6,2054,344,1,1,10
10892441,SBMA,11476,unprotected,,125,,Fewer than 30 watchers,,1,24,14,0,0,
10931043,Gimme Some Neck,71391,unprotected,,4925,,Fewer than 30 watchers,,0,893,85,0,0,8
10933997,Detonator (film),5612,unprotected,,95,,Fewer than 30 watchers,,0,4,6,0,0,2
10945495,Samuel Hazan,5547,unprotected,,2456,,Fewer than 30 watchers,,1,21,48,0,0,6
10959298,Reichsfilmarchiv,12721,unprotected,,3110,,Fewer than 30 watchers,,1,123,38,0,0,4
10996038,Von Joshua,19716,unprotected,,3979,,Fewer than 30 watchers,,0,188,66,0,0,2
11020357,List of Japanese World War II explosives,18171,unprotected,,3765,,Fewer than 30 watchers,,0,121,15,0,0,
11073490,Marawara District,19551,unprotected,,2135,,Fewer than 30 watchers,,1,189,83,1,1,4
11130895,KOBR,32077,unprotected,,15094,,Fewer than 30 watchers,,6,204,180,0,0,7
11164392,Directive for the Establishment and Maintenance of a Security Service,5345,unprotected,,5317,,Fewer than 30 watchers,,1,8,28,0,0,
11181042,"Alexander de Brus, Earl of Carrick",22238,unprotected,,63,,Fewer than 30 watchers,,0,187,1,0,0,
11202263,David Lloyd (Welsh politician),24276,unprotected,,5536,,Fewer than 30 watchers,,2,96,128,0,0,2
11252871,Das Märchen von der schönen Lilie,11777,unprotected,,6962,,Fewer than 30 watchers,,2,23,68,0,0,5
11321469,Piastres affair,10870,unprotected,,2878,,Fewer than 30 watchers,,1,62,30,0,0,4
11324325,Samuel Whitside,48196,unprotected,,20073,,Fewer than 30 watchers,,1,465,304,0,0,2
11332893,Tschen La Ling,62544,unprotected,,6365,,Fewer than 30 watchers,,2,710,127,0,0,3
11350621,Radio Cracker,7940,unprotected,,6792,,Fewer than 30 watchers,,1,29,78,0,0,
11400874,Patsy Callighen,5782,unprotected,,1030,,Fewer than 30 watchers,,1,6,30,0,0,3
11402859,Tetsworth,25205,unprotected,,16306,,Fewer than 30 watchers,,0,280,123,9,1,9
11517276,Crucial FM,4977,unprotected,,521,,Fewer than 30 watchers,,0,21,7,0,0,5
11538266,"Belgian general election, 1958",11384,unprotected,,60,,Fewer than 30 watchers,,0,6,1,0,0,
11630234,Harvey H. Johnson,7512,unprotected,,3018,,Fewer than 30 watchers,,0,19,33,0,0,2
11693928,Christen Smed,2542,unprotected,,0,,Fewer than 30 watchers,,0,0,,,,
11786693,Arenas de Iguña,10920,unprotected,,3583,,Fewer than 30 watchers,,1,75,46,0,0,6
11801946,Mikhail Piotrovsky,50848,unprotected,,5495,,Fewer than 30 watchers,,3,360,91,0,0,18
11907700,Maydh,39803,unprotected,,8125,,Fewer than 30 watchers,,0,480,309,0,0,3
11946999,Journal of British Studies,19589,unprotected,,2393,,Fewer than 30 watchers,,5,55,56,0,0,5
11964803,Rainbow Falls (Rutherford County),13383,unprotected,,2351,,Fewer than 30 watchers,,0,73,21,0,0,
11969873,William Dunbar (disambiguation),3489,unprotected,,1069,,Fewer than 30 watchers,,0,22,21,0,0,
11995253,Louis Delluc Prize,36199,unprotected,,24254,,Fewer than 30 watchers,,4,260,136,0,0,
12027400,Legal document assistant,91347,unprotected,,22738,,Fewer than 30 watchers,,0,382,180,2,2,11
12056817,Bomb Factory (band),22491,unprotected,,5797,,Fewer than 30 watchers,,5,156,119,0,0,6
12117362,Musée zoologique de la ville de Strasbourg,14359,unprotected,,2850,,Fewer than 30 watchers,,3,79,60,0,0,8
12131053,Archibald Currie (Canadian politician),3964,unprotected,,2091,,Fewer than 30 watchers,,1,5,18,0,0,
12144097,Mayfair Club,52306,unprotected,,5343,,Fewer than 30 watchers,,1,572,88,0,0,
12152728,Uuno Turhapuro (film),13538,unprotected,,2873,,Fewer than 30 watchers,,0,70,45,0,0,4
12195071,Bochali,11248,unprotected,,1524,,Fewer than 30 watchers,,7,213,35,0,0,5
12208132,Nicolás Rodríguez,7124,unprotected,,473,,Fewer than 30 watchers,,3,31,55,4,3,
12226073,Strass im Zillertal,7759,unprotected,,2789,,Fewer than 30 watchers,,0,23,26,0,0,8
12375292,Las Vegas Garden of Love,15885,unprotected,,2040,,Fewer than 30 watchers,,1,30,34,0,0,4
12376003,Scinax jureia,3081,unprotected,,76,,Fewer than 30 watchers,,0,4,1,0,0,
12378138,John Birt (footballer),16463,unprotected,,3684,,Fewer than 30 watchers,,0,120,78,0,0,8
12592055,Wayne's World (disambiguation),6859,unprotected,,1219,,Fewer than 30 watchers,,0,33,20,0,0,
12667164,The Boys from County Clare,90813,unprotected,,5987,,Fewer than 30 watchers,,3,807,85,0,0,3
12674965,Hugh Edwards (journalist),15375,unprotected,,5317,,Fewer than 30 watchers,,0,125,64,0,0,15
12793009,Aziz El Khanchaf,6513,unprotected,,1207,,Fewer than 30 watchers,,0,10,37,0,0,3
12807286,Stucley baronets,10825,unprotected,,2228,,Fewer than 30 watchers,,3,84,31,1,1,2
12837712,Lew Richie,6486,unprotected,,1760,,Fewer than 30 watchers,,0,15,24,0,0,3
12903837,Palaquium mindanaense,4217,unprotected,,945,,Fewer than 30 watchers,,0,11,25,0,0,5
12907540,Polycarpaea caespitosa,5284,unprotected,,1541,,Fewer than 30 watchers,,0,11,20,0,0,5
12916269,Sesuvium,19799,unprotected,,1971,,Fewer than 30 watchers,,0,167,32,0,0,7
12916976,William Cunliffe Brooks,10569,unprotected,,8492,,Fewer than 30 watchers,,2,70,125,1,1,10
12950746,Koolu,8813,unprotected,,1484,,Fewer than 30 watchers,,0,21,40,0,0,7
13036717,Mules and Mortgages,5003,unprotected,,1446,,Fewer than 30 watchers,,0,13,24,0,0,5
13080221,Penitentiary Act,26461,unprotected,,2403,,Fewer than 30 watchers,,0,86,9,0,0,
13124375,Portaje,9349,unprotected,,1870,,Fewer than 30 watchers,,3,24,40,0,0,10
13161135,Villamayor de los Montes,8538,unprotected,,1996,,Fewer than 30 watchers,,2,19,41,0,0,11
13237793,Valea Rorii River (Bazna),2412,unprotected,,36,,Fewer than 30 watchers,,0,1,15,0,0,
13261527,Bill Anderton,13975,unprotected,,10924,,Fewer than 30 watchers,,1,77,71,0,0,6
13285817,Non-game,101940,unprotected,,5081,,32,3,7,805,101,2,2,
13370334,Nandoni Dam,44049,unprotected,,3779,,Fewer than 30 watchers,,1,436,54,0,0,4
13441025,State of Play (conference series),6603,unprotected,,5116,,Fewer than 30 watchers,,1,35,33,0,0,
13476613,Norderstapel,5952,unprotected,,1130,,Fewer than 30 watchers,,0,13,27,0,0,10
13507661,Robert J. McMahon,31751,unprotected,,11088,,Fewer than 30 watchers,,1,139,79,2,1,13
13556677,The Guns (band),19145,unprotected,,5935,,Fewer than 30 watchers,,1,79,217,0,0,8
13582676,Bottle service,308569,unprotected,,3621,,Fewer than 30 watchers,,3,2391,174,0,0,5
13615853,Kara Miller,14290,unprotected,,3615,,Fewer than 30 watchers,,2,66,99,2,1,5
13626384,Pseudo-modal energies,5196,unprotected,,545,,Fewer than 30 watchers,,0,8,18,0,0,
13813194,"Columbia Township, Whitley County, Indiana",11824,unprotected,,5427,,Fewer than 30 watchers,,0,82,39,0,0,4
13816184,Fossa (river),7435,unprotected,,1670,,Fewer than 30 watchers,,2,50,33,2,1,5
13835712,Cryptocoryne undulata,12066,unprotected,,2289,,Fewer than 30 watchers,,0,76,22,0,0,3
13904758,Giacomo Luigi Ciamician,24969,unprotected,,78,,Fewer than 30 watchers,,0,46,1,0,0,
13960529,Ernest Francillon,10190,unprotected,,705,,Fewer than 30 watchers,,0,50,40,0,0,12
13981134,Bill Root (bridge),12955,unprotected,,6073,,Fewer than 30 watchers,,1,53,75,0,0,10
14336482,Lake Shore Tower 1,3557,unprotected,,0,,Fewer than 30 watchers,,0,0,,,,
14418222,Benita Hume,302174,unprotected,,5826,,Fewer than 30 watchers,,0,2835,190,0,0,15
14427463,GPR25,16718,unprotected,,1852,,Fewer than 30 watchers,,1,10,24,0,0,
14469068,The Afternoon Shift,4835,unprotected,,982,,Fewer than 30 watchers,,0,13,15,0,0,
14524442,Trygve Moe (politician),2913,unprotected,,974,,Fewer than 30 watchers,,0,5,18,0,0,4
14545971,Tredunnock,7737,unprotected,,3716,,Fewer than 30 watchers,,0,31,51,0,0,8
14596926,Heather Buchman,8599,unprotected,,6711,,Fewer than 30 watchers,,0,14,83,0,0,5
14645144,Infamous Stringdusters,98222,unprotected,,57,,Fewer than 30 watchers,,0,161,1,0,0,
14668566,Cantenac,14998,unprotected,,2477,,Fewer than 30 watchers,,1,54,54,0,0,10
14732672,"Kobylniki, Środa Śląska County",2803,unprotected,,1704,,Fewer than 30 watchers,,1,1,17,0,0,6
14740015,"Orange Center Historic District (Orange, Massachusetts)",6101,unprotected,,3158,,Fewer than 30 watchers,,1,26,34,0,0,7
14815192,SLC7A1,14191,unprotected,,78,,Fewer than 30 watchers,,0,20,1,0,0,
14845161,Anna Maria Busse Berger,9062,unprotected,,5847,,Fewer than 30 watchers,,0,36,95,0,0,16
14847698,Asahi University,13179,unprotected,,990,,Fewer than 30 watchers,,0,65,24,0,0,10
14895617,R. A. Foakes,20970,unprotected,,2754,,Fewer than 30 watchers,,5,31,40,0,0,14
14897754,Long Island (Antigua and Barbuda),29902,unprotected,,4559,,Fewer than 30 watchers,,3,465,45,0,0,5
14916076,Up All Night (East 17 album),47577,unprotected,,8624,,Fewer than 30 watchers,,0,462,90,0,0,23
14987042,Fayette Township,1711,unprotected,,452,,Fewer than 30 watchers,,1,0,6,0,0,
15007809,Pandit Kanshi Ram,18599,unprotected,,3268,,Fewer than 30 watchers,,1,205,33,0,0,5
15071142,List of city nicknames in Texas,190858,unprotected,,36524,,Fewer than 30 watchers,,1,1461,551,3,3,23
15100401,Gmina Łazy,6014,unprotected,,2437,,Fewer than 30 watchers,,3,21,21,1,1,
15139748,Hugh IV of Rodez,6548,unprotected,,2219,,Fewer than 30 watchers,,0,38,16,0,0,2
15225400,Hung Jury (album),86326,unprotected,,5273,,Fewer than 30 watchers,,0,669,57,0,0,8
15291119,Loan credit default swap index,11617,unprotected,,3368,,Fewer than 30 watchers,,2,41,38,0,0,
15369432,Wolf Creek National Fish Hatchery,7934,unprotected,,4379,,Fewer than 30 watchers,,0,30,39,0,0,3
15432584,Francis Alÿs,113728,unprotected,,25160,,Fewer than 30 watchers,,1,727,191,0,0,24
15435318,Verdun-en-Lauragais,6601,unprotected,,1778,,Fewer than 30 watchers,,0,17,53,0,0,13
15438126,"Montlaur, Aveyron",6309,unprotected,,2155,,Fewer than 30 watchers,,0,18,55,1,1,14
15439395,Kesseldorf,10707,unprotected,,4501,,Fewer than 30 watchers,,0,22,72,0,0,14
15451465,Jonathan Bliss,7986,unprotected,,2341,,Fewer than 30 watchers,,1,25,23,0,0,2
15462443,William Libbey,11711,unprotected,,6591,,Fewer than 30 watchers,,2,75,54,0,0,16
15519634,1958 Wake Forest Demon Deacons football team,6359,unprotected,,3470,,Fewer than 30 watchers,,3,14,27,0,0,5
15566959,Stade des Ponts Jumeaux,8651,unprotected,,3012,,Fewer than 30 watchers,,0,15,25,0,0,4
15567971,Altagène,8120,unprotected,,9447,,Fewer than 30 watchers,,1,22,78,0,0,13
15568652,Saint-Marien,7356,unprotected,,1814,,Fewer than 30 watchers,,0,17,49,0,0,10
15589345,WPAX,14494,unprotected,,7884,,Fewer than 30 watchers,,1,78,38,0,0,2
15614328,"Blue Grass Township, Scott County, Iowa",6621,unprotected,,3455,,Fewer than 30 watchers,,0,14,17,0,0,5
15633019,Poplar High School,6637,unprotected,,1743,,Fewer than 30 watchers,,0,15,61,0,0,10
15668673,Chatonnay,7468,unprotected,,1754,,Fewer than 30 watchers,,0,19,43,0,0,10
15688426,Le Vernois,7667,unprotected,,1701,,Fewer than 30 watchers,,0,20,42,0,0,9
15702372,Le Thil,7679,unprotected,,1339,,Fewer than 30 watchers,,0,4,48,0,0,9
15738937,Séailles,4993,unprotected,,1420,,Fewer than 30 watchers,,1,33,44,0,0,9
15792720,Saint-Georges-sur-Arnon,5036,unprotected,,2158,,Fewer than 30 watchers,,0,10,49,0,0,10
15799229,The Dead Sleep Easy,17006,unprotected,,7227,,Fewer than 30 watchers,,0,112,58,0,0,9
15834141,Creaser Hotel,6592,unprotected,,2335,,Fewer than 30 watchers,,0,11,26,0,0,5
15845359,"Meilhan, Landes",5431,unprotected,,1707,,Fewer than 30 watchers,,0,12,46,1,1,10
15884252,Ilova River (Timiș),3109,unprotected,,28,,Fewer than 30 watchers,,0,0,21,0,0,
15899753,Chevenon,7015,unprotected,,1781,,Fewer than 30 watchers,,0,7,42,0,0,13
16023751,List of Norwegian artists,90109,unprotected,,8731,,Fewer than 30 watchers,,3,623,114,3,1,4
16023914,Roman Catholic Diocese of Cartago,1112,unprotected,,177,,Fewer than 30 watchers,,2,0,6,0,0,
16084807,Petar Popović (chess player),9581,unprotected,,2939,,Fewer than 30 watchers,,1,37,46,0,0,3
16086737,"Davis Creek Township, Valley County, Nebraska",4190,unprotected,,3503,,Fewer than 30 watchers,,2,9,17,0,0,5
16109438,Sembé District,6595,unprotected,,3292,,Fewer than 30 watchers,,1,33,9,0,0,6
16124929,Valther Jensen,3802,unprotected,,1065,,Fewer than 30 watchers,,0,15,22,2,1,5
16160256,Saamana,221092,unprotected,,4842,,Fewer than 30 watchers,,5,2119,123,2,2,6
16227471,Amdoukal,7807,unprotected,,1080,,Fewer than 30 watchers,,1,26,17,0,0,5
16229671,Equal Rights Advocates,25145,unprotected,,10716,,Fewer than 30 watchers,,0,77,78,0,0,12
16265503,Alois Lutz,25286,unprotected,,788,,Fewer than 30 watchers,,0,285,24,0,0,3
16339155,Danny Gloor,6500,unprotected,,4667,,Fewer than 30 watchers,,1,15,23,0,0,3
